timestamp,hour,day_of_week,baseline_demand,weather,traffic,event,total_demand,optimal_price
08-08-2023 01:00,1,1,1,1,89,0,1,2.63
08-08-2023 02:00,2,1,3,0,78,0,3,2
08-08-2023 03:00,3,1,2,1,65,0,2,2
08-08-2023 04:00,4,1,2,0,43,0,2,2.29
08-08-2023 05:00,5,1,13,0,36,0,13,3.57
08-08-2023 06:00,6,1,11,1,7,0,13,3.71
08-08-2023 07:00,7,1,23,0,54,0,23,3.69
08-08-2023 08:00,8,1,26,0,13,0,26,4.34
08-08-2023 09:00,9,1,26,0,17,0,26,4.81
08-08-2023 10:00,10,1,17,1,63,0,20,5.17
08-08-2023 11:00,11,1,15,0,68,0,15,3.79
08-08-2023 12:00,12,1,16,1,25,0,19,4.12
08-08-2023 13:00,13,1,18,0,26,0,18,4.07
08-08-2023 14:00,14,1,14,0,83,0,16,3.81
08-08-2023 15:00,15,1,13,0,79,0,13,2.9
08-08-2023 16:00,16,1,26,0,5,0,26,4.26
08-08-2023 17:00,17,1,32,0,81,0,37,6.19
08-08-2023 18:00,18,1,30,0,67,0,30,5.28
08-08-2023 19:00,19,1,16,0,99,0,18,3.47
08-08-2023 20:00,20,1,23,0,22,0,23,4.66
08-08-2023 21:00,21,1,15,1,96,0,21,4.21
08-08-2023 22:00,22,1,4,0,77,0,4,2.8
08-08-2023 23:00,23,1,6,0,0,0,6,3.32
09-08-2023 00:00,0,2,4,1,4,0,5,2.28
09-08-2023 01:00,1,2,0,0,53,0,0,2
09-08-2023 02:00,2,2,3,0,4,0,3,2
09-08-2023 03:00,3,2,5,1,81,0,7,3.02
09-08-2023 04:00,4,2,3,0,81,0,3,2.54
09-08-2023 05:00,5,2,19,0,40,0,19,3.43
09-08-2023 06:00,6,2,13,0,21,0,13,2.73
09-08-2023 07:00,7,2,25,0,70,0,25,4.11
09-08-2023 08:00,8,2,26,0,96,0,30,5.44
09-08-2023 09:00,9,2,28,1,53,0,34,5.19
09-08-2023 10:00,10,2,17,0,34,0,17,2.89
09-08-2023 11:00,11,2,6,1,29,0,7,2
09-08-2023 12:00,12,2,12,0,18,0,12,3.65
09-08-2023 13:00,13,2,21,1,12,0,25,4.36
09-08-2023 14:00,14,2,11,0,89,0,13,3.87
09-08-2023 15:00,15,2,11,0,85,0,13,3.23
09-08-2023 16:00,16,2,22,0,71,0,22,4.84
09-08-2023 17:00,17,2,25,0,84,0,29,5.23
09-08-2023 18:00,18,2,28,0,33,0,28,4.96
09-08-2023 19:00,19,2,12,0,52,0,12,4.08
09-08-2023 20:00,20,2,19,0,56,0,19,4.2
09-08-2023 21:00,21,2,10,0,79,0,10,2.95
09-08-2023 22:00,22,2,5,0,49,0,5,2
09-08-2023 23:00,23,2,4,0,63,0,4,2
10-08-2023 00:00,0,3,5,1,50,0,6,2.98
10-08-2023 01:00,1,3,6,0,41,0,6,2.79
10-08-2023 02:00,2,3,4,0,76,0,4,2.51
10-08-2023 03:00,3,3,5,0,53,0,5,2.19
10-08-2023 04:00,4,3,3,0,62,0,3,2
10-08-2023 05:00,5,3,16,1,16,0,19,3.57
10-08-2023 06:00,6,3,16,0,40,0,16,2.88
10-08-2023 07:00,7,3,22,2,57,0,15,2.66
10-08-2023 08:00,8,3,20,1,49,0,24,4.42
10-08-2023 09:00,9,3,34,0,5,0,34,5.7
10-08-2023 10:00,10,3,12,1,84,0,17,3.77
10-08-2023 11:00,11,3,20,1,63,0,24,4.43
10-08-2023 12:00,12,3,11,1,15,0,13,2.61
10-08-2023 13:00,13,3,20,0,45,0,20,3.71
10-08-2023 14:00,14,3,15,1,93,0,21,3.77
10-08-2023 15:00,15,3,8,0,68,0,8,2.76
10-08-2023 16:00,16,3,29,0,15,0,29,4.57
10-08-2023 17:00,17,3,25,0,26,0,25,3.67
10-08-2023 18:00,18,3,27,0,51,0,27,4.08
10-08-2023 19:00,19,3,20,0,3,0,20,3.94
10-08-2023 20:00,20,3,20,1,84,0,28,4.9
10-08-2023 21:00,21,3,15,0,12,0,15,3.36
10-08-2023 22:00,22,3,3,0,76,0,3,3.2
10-08-2023 23:00,23,3,2,0,25,0,2,2.43
11-08-2023 00:00,0,4,1,0,33,0,1,3.1
11-08-2023 01:00,1,4,6,0,69,0,6,2.38
11-08-2023 02:00,2,4,2,0,23,0,2,2.73
11-08-2023 03:00,3,4,4,1,34,0,5,2.42
11-08-2023 04:00,4,4,7,1,84,0,10,3.54
11-08-2023 05:00,5,4,12,0,36,0,12,3.67
11-08-2023 06:00,6,4,13,0,23,0,13,2.51
11-08-2023 07:00,7,4,27,0,83,0,31,5.77
11-08-2023 08:00,8,4,30,0,35,0,30,4.43
11-08-2023 09:00,9,4,29,0,55,0,29,3.88
11-08-2023 10:00,10,4,13,0,79,0,13,2.57
11-08-2023 11:00,11,4,8,1,59,0,10,2.33
11-08-2023 12:00,12,4,12,0,97,0,14,3.02
11-08-2023 13:00,13,4,19,0,59,0,19,4.57
11-08-2023 14:00,14,4,14,0,58,0,14,4.02
11-08-2023 15:00,15,4,11,0,92,0,13,3.7
11-08-2023 16:00,16,4,26,0,61,0,26,4.92
11-08-2023 17:00,17,4,24,0,24,0,24,5.14
11-08-2023 18:00,18,4,32,0,41,0,32,5.18
11-08-2023 19:00,19,4,13,0,85,0,15,2.97
11-08-2023 20:00,20,4,11,2,87,0,9,3
11-08-2023 21:00,21,4,18,1,5,0,22,4.83
11-08-2023 22:00,22,4,1,1,35,0,1,2.08
11-08-2023 23:00,23,4,4,0,88,0,5,2.01
12-08-2023 00:00,0,5,2,0,71,0,2,2
12-08-2023 01:00,1,5,4,0,49,0,4,2.13
12-08-2023 02:00,2,5,7,0,85,0,8,2.87
12-08-2023 03:00,3,5,5,0,75,0,5,2.12
12-08-2023 04:00,4,5,4,0,49,0,4,2.45
12-08-2023 05:00,5,5,17,0,86,0,20,4.25
12-08-2023 06:00,6,5,19,2,95,0,15,3.58
12-08-2023 07:00,7,5,16,0,46,0,16,4.3
12-08-2023 08:00,8,5,22,0,7,0,22,4.72
12-08-2023 09:00,9,5,24,0,59,0,24,3.95
12-08-2023 10:00,10,5,16,0,42,0,16,3.4
12-08-2023 11:00,11,5,16,0,74,0,16,3.75
12-08-2023 12:00,12,5,15,0,34,0,15,3.07
12-08-2023 13:00,13,5,10,0,62,0,10,3.11
12-08-2023 14:00,14,5,15,0,33,0,15,2.85
12-08-2023 15:00,15,5,14,1,81,0,19,4.52
12-08-2023 16:00,16,5,40,0,29,0,40,5.42
12-08-2023 17:00,17,5,27,0,19,0,27,4.59
12-08-2023 18:00,18,5,37,0,95,0,43,6.67
12-08-2023 19:00,19,5,12,0,76,0,12,3.45
12-08-2023 20:00,20,5,17,0,98,0,20,3.51
12-08-2023 21:00,21,5,10,0,19,0,10,3.14
12-08-2023 22:00,22,5,5,0,23,0,5,2.02
12-08-2023 23:00,23,5,5,0,87,0,6,2.36
13-08-2023 00:00,0,6,2,1,15,0,2,2
13-08-2023 01:00,1,6,0,0,96,0,0,2.01
13-08-2023 02:00,2,6,4,1,10,0,5,2.29
13-08-2023 03:00,3,6,7,0,63,0,7,2.89
13-08-2023 04:00,4,6,3,1,65,0,4,2.9
13-08-2023 05:00,5,6,11,2,29,0,8,2.99
13-08-2023 06:00,6,6,15,0,79,0,15,3.49
13-08-2023 07:00,7,6,25,0,36,0,25,4.31
13-08-2023 08:00,8,6,20,0,30,0,20,4.55
13-08-2023 09:00,9,6,28,0,39,0,28,5.14
13-08-2023 10:00,10,6,15,0,27,0,15,3.75
13-08-2023 11:00,11,6,12,2,41,0,8,4.05
13-08-2023 12:00,12,6,10,0,37,0,10,2.62
13-08-2023 13:00,13,6,10,0,8,0,10,2.76
13-08-2023 14:00,14,6,12,0,25,0,12,3.91
13-08-2023 15:00,15,6,6,0,42,0,6,2.55
13-08-2023 16:00,16,6,33,0,83,0,38,5.82
13-08-2023 17:00,17,6,25,0,9,0,25,4.94
13-08-2023 18:00,18,6,36,0,8,0,36,5.73
13-08-2023 19:00,19,6,17,1,63,0,20,4.54
13-08-2023 20:00,20,6,17,1,59,0,20,4.33
13-08-2023 21:00,21,6,14,1,31,0,17,3.42
13-08-2023 22:00,22,6,2,0,91,0,2,2.06
13-08-2023 23:00,23,6,7,0,45,0,7,2.71
14-08-2023 00:00,0,0,7,0,81,0,8,2.92
14-08-2023 01:00,1,0,2,0,6,0,2,2.07
14-08-2023 02:00,2,0,6,0,70,0,6,2.22
14-08-2023 03:00,3,0,4,0,75,0,4,2.78
14-08-2023 04:00,4,0,2,1,1,0,2,2.44
14-08-2023 05:00,5,0,16,2,95,0,13,3.02
14-08-2023 06:00,6,0,11,1,59,0,13,3.81
14-08-2023 07:00,7,0,19,0,94,0,22,4.28
14-08-2023 08:00,8,0,34,0,33,0,34,5.07
14-08-2023 09:00,9,0,28,0,4,0,28,5.3
14-08-2023 10:00,10,0,14,2,51,0,10,3.43
14-08-2023 11:00,11,0,13,0,64,0,13,3.92
14-08-2023 12:00,12,0,11,0,57,0,11,3.8
14-08-2023 13:00,13,0,18,0,29,0,18,3.42
14-08-2023 14:00,14,0,20,1,38,0,24,3.92
14-08-2023 15:00,15,0,20,0,22,0,20,4.35
14-08-2023 16:00,16,0,29,2,96,0,23,4.66
14-08-2023 17:00,17,0,22,0,98,0,25,4.34
14-08-2023 18:00,18,0,33,0,69,1,57,8.29
14-08-2023 19:00,19,0,14,2,2,0,10,3.19
14-08-2023 20:00,20,0,15,0,43,0,15,3.04
14-08-2023 21:00,21,0,10,1,49,0,12,2.8
14-08-2023 22:00,22,0,2,1,0,0,2,2
14-08-2023 23:00,23,0,8,0,36,0,8,2.6
15-08-2023 00:00,0,1,6,0,26,0,6,2.34
15-08-2023 01:00,1,1,7,0,68,0,7,3.49
15-08-2023 02:00,2,1,2,0,13,0,2,2
15-08-2023 03:00,3,1,5,0,3,0,5,2
15-08-2023 04:00,4,1,5,0,48,0,5,2.18
15-08-2023 05:00,5,1,14,1,28,0,17,3.87
15-08-2023 06:00,6,1,16,0,89,0,18,4.17
15-08-2023 07:00,7,1,24,2,93,0,19,4.13
15-08-2023 08:00,8,1,23,0,88,0,26,5.5
15-08-2023 09:00,9,1,34,0,63,0,34,4.94
15-08-2023 10:00,10,1,16,1,4,0,19,3.85
15-08-2023 11:00,11,1,11,1,43,0,13,2.25
15-08-2023 12:00,12,1,12,1,83,0,17,3.29
15-08-2023 13:00,13,1,18,0,49,0,18,3.85
15-08-2023 14:00,14,1,16,0,17,0,16,3.81
15-08-2023 15:00,15,1,16,0,42,0,16,2.77
15-08-2023 16:00,16,1,29,0,53,0,29,4.77
15-08-2023 17:00,17,1,21,1,93,0,29,5.55
15-08-2023 18:00,18,1,34,0,44,0,34,5.48
15-08-2023 19:00,19,1,10,2,57,0,7,3.03
15-08-2023 20:00,20,1,17,0,0,0,17,3.14
15-08-2023 21:00,21,1,19,0,57,0,19,3.67
15-08-2023 22:00,22,1,3,2,12,0,2,2.17
15-08-2023 23:00,23,1,4,2,38,0,3,2.34
16-08-2023 00:00,0,2,2,0,27,0,2,2
16-08-2023 01:00,1,2,4,1,12,0,5,2.52
16-08-2023 02:00,2,2,2,1,63,0,2,2
16-08-2023 03:00,3,2,3,1,63,0,4,2.79
16-08-2023 04:00,4,2,4,0,21,0,4,2.09
16-08-2023 05:00,5,2,18,0,96,0,21,4.76
16-08-2023 06:00,6,2,14,0,94,0,16,3.06
16-08-2023 07:00,7,2,30,0,28,0,30,5.61
16-08-2023 08:00,8,2,27,0,42,0,27,4.39
16-08-2023 09:00,9,2,11,0,53,0,11,3.13
16-08-2023 10:00,10,2,13,0,4,0,13,2.25
16-08-2023 11:00,11,2,16,0,76,0,16,2.72
16-08-2023 12:00,12,2,15,0,15,0,15,2.04
16-08-2023 13:00,13,2,17,0,16,0,17,4.15
16-08-2023 14:00,14,2,15,1,9,0,18,4.37
16-08-2023 15:00,15,2,16,2,62,0,11,3.14
16-08-2023 16:00,16,2,37,0,30,0,37,4.91
16-08-2023 17:00,17,2,31,0,10,0,31,6.03
16-08-2023 18:00,18,2,36,1,39,0,43,6.53
16-08-2023 19:00,19,2,8,0,39,0,8,2.79
16-08-2023 20:00,20,2,17,1,48,0,20,4.25
16-08-2023 21:00,21,2,15,1,38,0,18,3.63
16-08-2023 22:00,22,2,3,0,21,0,3,2
16-08-2023 23:00,23,2,6,0,14,0,6,2.93
17-08-2023 00:00,0,3,3,2,14,0,2,2.33
17-08-2023 01:00,1,3,2,0,36,0,2,2.04
17-08-2023 02:00,2,3,4,1,29,0,5,2
17-08-2023 03:00,3,3,7,0,70,0,7,2.17
17-08-2023 04:00,4,3,8,0,99,0,9,3.34
17-08-2023 05:00,5,3,11,0,29,0,11,2.47
17-08-2023 06:00,6,3,15,0,93,0,17,3.54
17-08-2023 07:00,7,3,26,1,61,0,31,5.24
17-08-2023 08:00,8,3,14,1,14,0,17,3.25
17-08-2023 09:00,9,3,23,0,9,0,23,5.2
17-08-2023 10:00,10,3,15,0,69,0,15,4.35
17-08-2023 11:00,11,3,19,1,73,0,23,4.78
17-08-2023 12:00,12,3,23,0,92,0,26,4
17-08-2023 13:00,13,3,12,0,49,0,12,2.41
17-08-2023 14:00,14,3,15,0,95,0,17,3.53
17-08-2023 15:00,15,3,16,2,10,0,11,3.14
17-08-2023 16:00,16,3,28,0,22,0,28,5.15
17-08-2023 17:00,17,3,29,1,72,0,35,5.61
17-08-2023 18:00,18,3,38,0,35,0,38,6.29
17-08-2023 19:00,19,3,8,0,53,0,8,3.27
17-08-2023 20:00,20,3,11,2,17,0,8,2.34
17-08-2023 21:00,21,3,11,2,1,0,8,2.68
17-08-2023 22:00,22,3,2,0,93,0,2,2.99
17-08-2023 23:00,23,3,6,0,21,0,6,2.68
18-08-2023 00:00,0,4,5,0,25,0,5,2.44
18-08-2023 01:00,1,4,2,0,6,0,2,3.32
18-08-2023 02:00,2,4,2,0,79,0,2,2.34
18-08-2023 03:00,3,4,3,0,17,0,3,2.42
18-08-2023 04:00,4,4,2,0,39,0,2,2
18-08-2023 05:00,5,4,9,1,81,0,12,3.51
18-08-2023 06:00,6,4,9,0,39,0,9,2.76
18-08-2023 07:00,7,4,23,1,85,0,32,6.05
18-08-2023 08:00,8,4,23,1,17,0,28,4.49
18-08-2023 09:00,9,4,23,0,2,0,23,4.64
18-08-2023 10:00,10,4,17,0,63,0,17,3.93
18-08-2023 11:00,11,4,11,0,83,0,13,3.01
18-08-2023 12:00,12,4,17,0,79,0,17,3.72
18-08-2023 13:00,13,4,17,0,62,0,17,3.28
18-08-2023 14:00,14,4,13,0,77,0,13,3.11
18-08-2023 15:00,15,4,22,1,65,0,26,4.78
18-08-2023 16:00,16,4,26,0,10,0,26,4.09
18-08-2023 17:00,17,4,28,0,65,0,28,4.64
18-08-2023 18:00,18,4,44,1,74,0,53,7.58
18-08-2023 19:00,19,4,15,2,92,0,12,3.29
18-08-2023 20:00,20,4,12,0,92,0,14,2.44
18-08-2023 21:00,21,4,16,2,55,0,11,2.34
18-08-2023 22:00,22,4,7,0,29,0,7,2
18-08-2023 23:00,23,4,4,0,86,0,5,3.61
19-08-2023 00:00,0,5,6,0,36,0,6,3.22
19-08-2023 01:00,1,5,4,1,93,0,6,2.3
19-08-2023 02:00,2,5,3,0,89,0,3,2
19-08-2023 03:00,3,5,4,0,53,0,4,2.39
19-08-2023 04:00,4,5,2,0,13,0,2,2
19-08-2023 05:00,5,5,16,0,6,0,16,3.29
19-08-2023 06:00,6,5,13,0,40,0,13,2.54
19-08-2023 07:00,7,5,18,0,38,0,18,3.74
19-08-2023 08:00,8,5,25,0,65,0,25,4.64
19-08-2023 09:00,9,5,20,0,62,0,20,4.53
19-08-2023 10:00,10,5,12,0,62,0,12,2.55
19-08-2023 11:00,11,5,16,0,17,0,16,4.5
19-08-2023 12:00,12,5,14,0,72,0,14,3.54
19-08-2023 13:00,13,5,10,0,34,0,10,2.34
19-08-2023 14:00,14,5,10,1,94,0,14,3.58
19-08-2023 15:00,15,5,13,0,11,0,13,3.29
19-08-2023 16:00,16,5,26,1,12,0,31,6.24
19-08-2023 17:00,17,5,30,0,25,0,30,5.32
19-08-2023 18:00,18,5,32,0,67,0,32,4.83
19-08-2023 19:00,19,5,13,2,74,0,9,2.96
19-08-2023 20:00,20,5,12,1,55,0,14,3.83
19-08-2023 21:00,21,5,19,0,26,0,19,3.94
19-08-2023 22:00,22,5,5,1,55,0,6,2.57
19-08-2023 23:00,23,5,1,2,92,0,1,2
20-08-2023 00:00,0,6,4,0,26,0,4,2.66
20-08-2023 01:00,1,6,5,0,90,0,6,2.56
20-08-2023 02:00,2,6,3,0,49,0,3,2.31
20-08-2023 03:00,3,6,5,0,31,0,5,2.65
20-08-2023 04:00,4,6,4,0,55,0,4,3.06
20-08-2023 05:00,5,6,16,0,49,0,16,2.96
20-08-2023 06:00,6,6,18,0,56,0,18,4.26
20-08-2023 07:00,7,6,27,0,80,0,27,4.75
20-08-2023 08:00,8,6,25,0,49,0,25,4.46
20-08-2023 09:00,9,6,22,1,3,0,26,3.69
20-08-2023 10:00,10,6,15,0,99,0,17,4.31
20-08-2023 11:00,11,6,12,0,13,0,12,3.35
20-08-2023 12:00,12,6,16,1,22,0,19,3.66
20-08-2023 13:00,13,6,22,2,43,0,15,3.67
20-08-2023 14:00,14,6,16,1,93,0,22,4.8
20-08-2023 15:00,15,6,8,0,67,0,8,2.28
20-08-2023 16:00,16,6,26,0,0,0,26,5.43
20-08-2023 17:00,17,6,31,0,4,0,31,4.01
20-08-2023 18:00,18,6,26,2,0,0,18,4.26
20-08-2023 19:00,19,6,18,0,93,0,21,5.47
20-08-2023 20:00,20,6,10,0,39,0,10,2.56
20-08-2023 21:00,21,6,7,0,62,0,7,2.94
20-08-2023 22:00,22,6,2,0,1,0,2,2
20-08-2023 23:00,23,6,5,0,88,0,6,2.73
21-08-2023 00:00,0,0,3,0,59,0,3,3.38
21-08-2023 01:00,1,0,1,0,9,0,1,2.28
21-08-2023 02:00,2,0,5,0,13,0,5,2.09
21-08-2023 03:00,3,0,6,0,14,0,6,2.34
21-08-2023 04:00,4,0,4,0,78,0,4,2.56
21-08-2023 05:00,5,0,16,0,58,0,16,3.9
21-08-2023 06:00,6,0,13,1,66,0,16,3.58
21-08-2023 07:00,7,0,18,0,39,0,18,3.12
21-08-2023 08:00,8,0,28,0,15,0,28,4.94
21-08-2023 09:00,9,0,27,0,92,0,31,6.05
21-08-2023 10:00,10,0,11,0,47,0,11,2.61
21-08-2023 11:00,11,0,10,0,73,0,10,3.74
21-08-2023 12:00,12,0,16,0,43,0,16,3.72
21-08-2023 13:00,13,0,12,0,93,0,14,3.31
21-08-2023 14:00,14,0,28,0,31,0,28,3.45
21-08-2023 15:00,15,0,12,0,17,0,12,2.88
21-08-2023 16:00,16,0,28,1,0,0,34,4.64
21-08-2023 17:00,17,0,32,1,5,0,38,6.71
21-08-2023 18:00,18,0,27,2,78,0,19,4.34
21-08-2023 19:00,19,0,11,1,73,0,13,2.97
21-08-2023 20:00,20,0,13,2,74,0,9,2.7
21-08-2023 21:00,21,0,9,0,29,0,9,3
21-08-2023 22:00,22,0,8,0,11,0,8,3.59
21-08-2023 23:00,23,0,5,0,38,0,5,2.28
22-08-2023 00:00,0,1,2,0,62,0,2,2.44
22-08-2023 01:00,1,1,6,0,89,0,7,2.25
22-08-2023 02:00,2,1,4,1,48,0,5,2.63
22-08-2023 03:00,3,1,5,1,69,0,6,2.14
22-08-2023 04:00,4,1,1,2,48,0,1,2
22-08-2023 05:00,5,1,24,0,75,0,24,3.85
22-08-2023 06:00,6,1,14,0,80,0,14,2.98
22-08-2023 07:00,7,1,21,0,45,0,21,4.78
22-08-2023 08:00,8,1,24,0,22,0,24,4.21
22-08-2023 09:00,9,1,19,0,93,0,22,4.57
22-08-2023 10:00,10,1,11,2,76,0,8,2.79
22-08-2023 11:00,11,1,22,0,12,0,22,4.21
22-08-2023 12:00,12,1,13,0,6,0,13,3.17
22-08-2023 13:00,13,1,18,0,44,0,18,4.28
22-08-2023 14:00,14,1,7,0,30,0,7,2.37
22-08-2023 15:00,15,1,25,0,22,0,25,4.55
22-08-2023 16:00,16,1,29,0,64,0,29,4.85
22-08-2023 17:00,17,1,38,0,63,0,38,6.01
22-08-2023 18:00,18,1,32,1,27,0,38,6.42
22-08-2023 19:00,19,1,14,0,39,0,14,2.96
22-08-2023 20:00,20,1,9,0,68,0,9,3.23
22-08-2023 21:00,21,1,15,1,69,0,18,4.94
22-08-2023 22:00,22,1,3,0,59,0,3,2
22-08-2023 23:00,23,1,4,0,71,0,4,2.38
23-08-2023 00:00,0,2,1,2,25,0,1,2.78
23-08-2023 01:00,1,2,9,0,77,0,9,3.04
23-08-2023 02:00,2,2,6,0,99,0,7,2.01
23-08-2023 03:00,3,2,5,0,22,0,5,2.2
23-08-2023 04:00,4,2,6,0,67,0,6,2.38
23-08-2023 05:00,5,2,18,0,61,0,18,3.72
23-08-2023 06:00,6,2,18,0,91,0,21,3.58
23-08-2023 07:00,7,2,34,0,95,0,39,5.9
23-08-2023 08:00,8,2,25,0,1,0,25,4.6
23-08-2023 09:00,9,2,22,0,39,0,22,3.79
23-08-2023 10:00,10,2,17,0,31,0,17,3.95
23-08-2023 11:00,11,2,20,0,53,0,20,3.54
23-08-2023 12:00,12,2,8,0,35,0,8,3.52
23-08-2023 13:00,13,2,14,0,27,0,14,3.52
23-08-2023 14:00,14,2,14,2,85,0,11,4
23-08-2023 15:00,15,2,7,1,64,0,8,3.13
23-08-2023 16:00,16,2,50,0,56,0,50,7.02
23-08-2023 17:00,17,2,32,0,83,0,37,5.91
23-08-2023 18:00,18,2,35,0,30,0,35,5.88
23-08-2023 19:00,19,2,12,0,22,0,12,3.05
23-08-2023 20:00,20,2,11,0,1,0,11,3.12
23-08-2023 21:00,21,2,14,1,79,0,17,3.78
23-08-2023 22:00,22,2,1,1,67,0,1,2.01
23-08-2023 23:00,23,2,1,0,33,0,1,2.56
24-08-2023 00:00,0,3,3,0,87,0,3,2.55
24-08-2023 01:00,1,3,5,0,97,0,6,2.82
24-08-2023 02:00,2,3,5,1,19,0,6,2
24-08-2023 03:00,3,3,0,2,96,0,0,3.45
24-08-2023 04:00,4,3,3,1,99,0,4,2.39
24-08-2023 05:00,5,3,24,2,62,0,17,3.47
24-08-2023 06:00,6,3,14,0,99,0,16,4.39
24-08-2023 07:00,7,3,24,0,47,0,24,3.85
24-08-2023 08:00,8,3,25,0,69,0,25,4.51
24-08-2023 09:00,9,3,18,1,43,0,22,4.19
24-08-2023 10:00,10,3,16,2,88,0,13,3.82
24-08-2023 11:00,11,3,20,1,29,0,24,4.11
24-08-2023 12:00,12,3,13,1,91,0,18,3.51
24-08-2023 13:00,13,3,9,0,94,0,10,2.85
24-08-2023 14:00,14,3,17,0,41,0,17,3.24
24-08-2023 15:00,15,3,13,0,61,0,13,3.75
24-08-2023 16:00,16,3,22,0,32,0,22,4.44
24-08-2023 17:00,17,3,34,0,48,0,34,5.93
24-08-2023 18:00,18,3,29,0,55,0,29,4.62
24-08-2023 19:00,19,3,15,2,55,0,10,2.62
24-08-2023 20:00,20,3,13,2,53,0,9,2.59
24-08-2023 21:00,21,3,13,0,98,0,15,4.02
24-08-2023 22:00,22,3,3,1,91,0,4,2.7
24-08-2023 23:00,23,3,7,2,61,0,5,3.12
25-08-2023 00:00,0,4,2,2,62,0,1,2.94
25-08-2023 01:00,1,4,3,0,76,0,3,2.16
25-08-2023 02:00,2,4,5,0,0,0,5,2.41
25-08-2023 03:00,3,4,5,0,15,0,5,2.5
25-08-2023 04:00,4,4,5,0,53,0,5,3.38
25-08-2023 05:00,5,4,8,0,25,0,8,2.92
25-08-2023 06:00,6,4,16,0,69,0,16,3.36
25-08-2023 07:00,7,4,25,1,11,0,30,5.13
25-08-2023 08:00,8,4,21,1,10,0,25,3.63
25-08-2023 09:00,9,4,16,0,47,0,16,2.19
25-08-2023 10:00,10,4,17,0,30,0,17,4.12
25-08-2023 11:00,11,4,14,0,54,0,14,3.66
25-08-2023 12:00,12,4,15,0,25,0,15,4.38
25-08-2023 13:00,13,4,16,0,45,0,16,3.04
25-08-2023 14:00,14,4,18,0,85,0,21,5.18
25-08-2023 15:00,15,4,18,0,94,0,21,3.65
25-08-2023 16:00,16,4,30,0,8,0,30,4.71
25-08-2023 17:00,17,4,35,0,23,0,35,5.58
25-08-2023 18:00,18,4,29,0,30,0,29,4.68
25-08-2023 19:00,19,4,17,0,3,0,17,3.58
25-08-2023 20:00,20,4,17,2,95,0,14,4.27
25-08-2023 21:00,21,4,10,0,3,0,10,3.25
25-08-2023 22:00,22,4,3,2,62,0,2,2.46
25-08-2023 23:00,23,4,7,0,89,0,8,3.18
26-08-2023 00:00,0,5,6,0,49,0,6,3.04
26-08-2023 01:00,1,5,3,1,22,0,4,2.04
26-08-2023 02:00,2,5,0,0,64,0,0,2.43
26-08-2023 03:00,3,5,4,1,53,0,5,2.1
26-08-2023 04:00,4,5,0,0,87,0,0,2.73
26-08-2023 05:00,5,5,15,0,26,0,15,2.94
26-08-2023 06:00,6,5,20,0,97,0,23,5.11
26-08-2023 07:00,7,5,26,0,65,0,26,4.06
26-08-2023 08:00,8,5,30,2,43,0,21,4.48
26-08-2023 09:00,9,5,18,1,19,0,22,4.04
26-08-2023 10:00,10,5,17,0,93,0,20,4.07
26-08-2023 11:00,11,5,8,0,57,0,8,2.94
26-08-2023 12:00,12,5,17,1,16,0,20,3.81
26-08-2023 13:00,13,5,22,0,74,0,22,3.94
26-08-2023 14:00,14,5,19,2,9,0,13,3.81
26-08-2023 15:00,15,5,14,0,89,0,16,3.73
26-08-2023 16:00,16,5,29,1,81,0,40,5.76
26-08-2023 17:00,17,5,34,0,6,0,34,5.51
26-08-2023 18:00,18,5,26,0,25,0,26,4.21
26-08-2023 19:00,19,5,12,0,16,0,12,2.83
26-08-2023 20:00,20,5,17,0,8,0,17,3.45
26-08-2023 21:00,21,5,12,1,19,0,14,4.62
26-08-2023 22:00,22,5,1,2,42,0,1,2.02
26-08-2023 23:00,23,5,6,0,67,0,6,2
27-08-2023 00:00,0,6,2,0,91,0,2,2.29
27-08-2023 01:00,1,6,5,2,80,0,4,3.22
27-08-2023 02:00,2,6,3,1,49,0,4,2.3
27-08-2023 03:00,3,6,5,0,19,0,5,2
27-08-2023 04:00,4,6,3,0,31,0,3,2
27-08-2023 05:00,5,6,21,0,25,0,21,4.13
27-08-2023 06:00,6,6,18,0,58,0,18,4.34
27-08-2023 07:00,7,6,23,0,61,0,23,3.82
27-08-2023 08:00,8,6,23,0,41,0,23,5.21
27-08-2023 09:00,9,6,22,0,45,0,22,4.09
27-08-2023 10:00,10,6,16,0,8,0,16,3.07
27-08-2023 11:00,11,6,9,1,63,0,11,2.61
27-08-2023 12:00,12,6,16,0,99,0,18,4.43
27-08-2023 13:00,13,6,15,0,62,0,15,3.24
27-08-2023 14:00,14,6,19,1,98,0,26,5.4
27-08-2023 15:00,15,6,16,0,75,0,16,3.37
27-08-2023 16:00,16,6,31,0,39,0,31,5.16
27-08-2023 17:00,17,6,30,0,35,0,30,4.91
27-08-2023 18:00,18,6,31,1,87,0,43,6.1
27-08-2023 19:00,19,6,26,0,63,0,26,4.25
27-08-2023 20:00,20,6,19,2,15,0,13,2.94
27-08-2023 21:00,21,6,12,0,17,0,12,2.74
27-08-2023 22:00,22,6,2,0,98,0,2,2
27-08-2023 23:00,23,6,2,0,13,0,2,2.04
28-08-2023 00:00,0,0,4,1,46,0,5,2.47
28-08-2023 01:00,1,0,3,0,17,0,3,2.18
28-08-2023 02:00,2,0,3,0,12,0,3,2.69
28-08-2023 03:00,3,0,3,0,79,0,3,2.13
